Row,Column,Code,Planting_Code,germ_group,subpop,group,Planting_Date,Germ_Date,Died_By,Died_before_bolting,Died_before_flowering,Bolt_before_7_26,Bolt_before_Winter,Dead_7_1_12,Bolted_Date,second_bolt,Flowering_Date,Height_1st_Flower_cm,Date_Blossom_Collected,Days_Germ_to_Bolt,Died_from_winter,Days_Germ_to_Flow,Days_Bolt_Flower,Survive_winter,6_28_Leaf_Number_Josh,No_data_6_28,7_26_Leaf_Number_Josh,No_data_7_26,6_28_Rosette_Leaf_Scale,6_28_L1L,6_28_L1W,6_28_L2L,6_28_L2W,6_28_L3L,6_28_L3W,7_26_Rosette_Leaf_Scale,7_26_L1L,7_26_L1W,7_26_L2L,7_26_L2W,7_26_L3L,7_26_L3W,Alive_1_5_13,Alive_4_17_13,Alive_5_3_13,Alive_5_13_13,Alive_5_28_13,Tissue_Sample,SpringAliveDate
51,D,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,0,1,0,1,,9/12/12,,,,,106,,,,0,6,,8,,51.556,,,,,,,31.126,427.533,251.421,341.389,213.182,339.125,163.132,0,0,0,0,0,1,
51,E,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,3,,71.864,280.046,124.597,226.265,,,,56.3,290.718,151.517,270.954,154.258,168.649,58.89,0,0,0,0,0,1,
52,A,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,0,0,0,1,,9/12/12,,9/12/12,47.3,9/12/12,106,,106,0,0,6,,14,,68,439.862,169.673,415.898,188.722,217.757,124.288,23.708,454.131,191.422,470.899,166.115,408.26,178.973,1,0,0,0,0,1,
52,B,RA494,RA494,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,20,,62.398,442.96,154.196,421.346,132.646,384.86,,24,394.84,157.958,293.824,106.641,365.244,116.189,0,0,0,0,0,1,
52,C,RA444,RA444,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,23,,59.985,422.329,182.467,397.959,188.291,372.477,186.118,32.423,376.773,140.675,473.833,138.665,534.851,158.587,1,0,0,0,0,1,
52,D,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/6/12,40.2,7/18/12,30,,38,8,0,9,,,F,28.569,458.37,210.018,421.204,184.768,416.731,215.613,19,,,,,,,0,0,0,0,0,0,
52,E,TOBG,TOBG,1,daikon,crop,5/25/12,5/29/12,,0,0,0,1,,8/29/12,,8/29/12,34.8,8/29/12,92,,92,0,0,7,,19,,63.815,459.693,215.732,390.762,204.926,,231.88,14.657,410.86,155.918,384.441,159.516,424.153,117.301,0,0,0,0,0,1,
53,A,SAESxMAES,SAESxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/23/12,,8/13/12,52.5,8/13/12,54,,75,21,0,9,,19,,67.236,398.449,145.127,410.953,189.946,332.183,173.157,21.236,421.551,155.023,440.274,130.697,499.042,185.667,0,0,0,0,0,1,
53,B,TOBG,TOBG,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,9,,16,,61.878,391.479,187.652,425.157,177.915,304.505,150.426,24,488.035,164.557,403.821,153.182,462.065,102.53,0,0,0,0,0,1,
53,C,RA835,RA835,1,unknown,unknown,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/20/12,8.4,7/27/12,40,,49,9,0,7,,,F,58.332,413.721,156.829,370.003,139.719,328.631,178.989,32.965,,,,,,,0,0,0,0,0,0,
53,D,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/23/12,,8/23/12,5,8/23/12,83,,83,0,0,9,,14,,57.393,395.948,160.623,404.993,375.501,191.064,,18,356.329,155.79,400.122,145.498,404.432,188.547,1,0,0,0,0,1,
53,E,BINY,BINY,1,weed,weed,5/25/12,6/4/12,,0,0,1,1,,7/11/12,,7/16/12,32.5,7/18/12,37,,42,5,0,6,,,F,68.065,431.805,222.208,,264.869,397.916,161.164,21,3.3,4.653,,,,,0,0,0,0,0,1,
54,A,N3,N3,1,weed,weed,5/25/12,6/5/12,,0,0,1,1,,6/29/12,,7/4/12,6.9,7/20/12,24,,29,5,0,6,,,F,55.256,435.91,171.564,351.105,174.173,,177.776,16.398,,,,,,,0,0,0,0,0,0,
54,B,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,0,1,1,,7/25/12,,8/1/12,7.9,8/3/12,56,,63,7,0,7,,20,,62.157,444.274,169.851,448.446,144.555,381.432,141.344,20,420.384,115.505,395.014,125.759,496.4,145.438,0,0,0,0,0,1,
54,C,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,8,,53.903,354.716,145.615,320.716,118.529,260.485,118.064,32,191.836,93.855,255.591,124.942,303.722,185.249,0,0,0,0,0,1,
54,D,RA432,RA432,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/3/12,,8/13/12,35.5,,66,,76,10,0,6,,11,,59.169,293.68,151.249,,163.882,267.352,108.585,19,457.229,183.211,463.918,172.512,449.413,153.406,0,0,0,0,0,1,
54,E,BINYxMAES,BINYxMAES_2,2,cross,cross,5/25/12,6/3/12,,0,0,1,1,,7/23/12,,7/25/12,7.5,7/27/12,50,,52,2,0,5,,,F,71.236,209.085,100.791,223.151,107.138,175.812,79.116,44.078,3.924,2.89,,,,,0,0,0,0,0,1,
55,B,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/3/12,,0,0,1,1,,7/20/12,,7/27/12,9.5,7/27/12,47,,54,7,0,5,,10,,60,250.379,126.745,169.303,95.361,165.635,84.64,34.487,515.214,212.762,418.9,187.084,457.407,255.269,0,0,0,0,0,1,
55,C,RA494,RA494,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,14,,60.491,318.269,127.266,253.93,116.309,262.668,117.476,35.33,249.014,139.949,354.229,122.841,365.588,156.453,0,0,0,0,0,1,
55,D,RA402,RA402,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/18/12,26.5,7/18/12,42,,49,7,0,10,,,F,56.301,493.107,212.497,531.727,212.081,443.549,185.008,24.349,,,,,,,0,0,0,0,0,1,
55,E,BINY,BINY,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,7/11/12,,7/16/12,27.5,7/18/12,42,,47,5,0,6,,,F,67.654,449.928,204.324,371.028,235.013,335.471,171.841,24.517,5.297,4.75,,,,,0,0,0,0,0,1,
56,A,PG6,PG6,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/29/12,,7/4/12,10.9,7/18/12,30,,35,5,0,7,,,F,63,391.998,198.964,,189.698,,143.903,24,,,,,,,0,0,0,0,0,0,
56,B,SAESxMAES,SAESxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,0,0,1,,8/23/12,,8/29/12,17.5,8/29/12,86,,92,6,0,7,,14,,60.162,328.64,122.559,295.538,128.516,319.253,,28.374,411.983,143.66,483.417,179.119,390.079,138.145,0,0,0,0,0,1,
56,C,RA402,RA402,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/18/12,18.8,7/18/12,43,,50,7,0,9,,,F,50,463.39,191.672,451.603,190.346,355.103,175.633,21,,,,,,,0,0,0,0,0,0,
56,D,RA265,RA265,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,11,,59.219,374.936,182.518,366.492,208.37,,158.218,38.294,396.449,170.283,373.942,161.363,462.757,158.889,0,0,0,0,0,1,
56,E,RA835,RA835,1,unknown,unknown,5/25/12,6/3/12,,0,0,1,1,,7/11/12,,7/20/12,7.5,7/25/12,38,,47,9,0,3,,,F,63.882,197.977,97.834,133.102,85.195,81.123,54.291,36.899,1.491,2.981,,,,,0,0,0,0,0,1,
57,A,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/1/12,,8/13/12,32,8/13/12,61,,73,12,0,5,,13,,60.162,117.972,73.112,84.375,53.492,,,27,423.668,149.156,420.646,134.831,468.386,189.534,0,0,0,0,0,1,
57,B,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,5,,10,,64.162,298.533,213.211,344.836,100.423,,,32.064,476.326,224.37,463.015,219.6,379.445,162.562,0,0,0,0,0,1,
57,C,RA840,RA840,1,unknown,unknown,5/25/12,6/6/12,,0,0,1,1,,7/16/12,,7/23/12,32.5,7/25/12,40,,47,7,0,7,,,F,53.065,471.48,256.579,425.56,225.966,355.656,174.652,20,,,,,,,0,0,0,0,0,1,
57,D,SAES,SAES,1,lanmar,native,5/25/12,5/29/12,,0,0,1,1,,7/23/12,,7/27/12,10.5,7/30/12,55,,59,4,0,6,,9,,,,,,,,,29.991,455.936,225.209,345.487,201.019,420.601,244.841,0,0,0,0,0,1,
57,E,RA840,RA840,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/25/12,34.3,7/25/12,43,,57,14,0,7,,,F,52,438.288,257.631,513.528,266.06,375.943,228.177,14.82,1.471,1.491,,,,,0,0,0,0,0,1,
58,A,RA226,RA226,1,unknown,unknown,5/25/12,6/3/12,,0,1,0,1,,8/29/12,,,,,87,,,,0,6,,17,,57,289.31,115.943,246.938,105.948,244.492,113.834,40.002,380.821,158.723,272.924,132.194,329.577,150.144,0,0,0,0,0,1,
58,B,PBFR,PBFR,1,lanmar,native,5/25/12,5/30/12,,0,1,0,0,,5/28/13,,,,,363,,,,1,8,,19,,63.325,381.237,165.603,308.199,156.831,255.922,164.784,34.349,385.387,141.33,409.061,150.851,378.952,156.617,0,,,1,1,1,5/3/13
58,C,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,11,,22,,48.256,500.065,275.089,489.73,261.722,403.229,147.657,25.162,448.583,233.39,532.846,198.907,386.968,159.257,0,0,0,0,0,1,
58,D,RA402,RA402,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,7/4/12,,7/9/12,26.5,7/18/12,35,,40,5,0,8,,,F,52,434.157,175.883,446.208,188.944,255.912,170.454,28.217,1,,,,,,0,0,0,0,0,1,
58,E,CBES,CBES,1,lanmar,native,5/25/12,5/29/12,,0,0,1,1,,7/25/12,,8/1/12,27.8,8/13/12,57,,64,7,0,6,,10,,55,357.256,149.644,273.383,,322.057,103.218,17.558,403.165,191.015,449.383,206.13,364.478,126.699,1,0,0,0,0,1,
59,A,BINY,BINY,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/12/12,4.5,7/20/12,30,,44,14,0,5,,,F,66.728,426.381,202.859,319.446,135.12,,279.549,19.094,,,,,,,0,0,0,0,0,0,
59,B,WMBG,WMBG,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,4,,9,,62.418,201.655,97.579,167.113,52.719,127.83,118.733,51.828,388.662,239.431,350.712,179.279,382.432,189.295,0,0,0,0,0,1,
59,C,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,22,,50.162,434.927,197.862,446.599,194.634,446.863,208.291,21,405.659,174.2,426.735,165.17,448.24,215.253,0,0,0,0,0,1,
59,D,RA503,RA503,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/20/12,22.8,7/25/12,30,,52,22,0,7,,,F,50.472,347.857,215.454,284.707,162.374,207.397,144.93,26.162,,,,,,,0,0,0,0,0,0,
59,E,MAES,MAES,1,maes,native,5/25/12,5/30/12,,0,0,1,1,,7/26/12,,8/13/12,20.5,8/23/12,57,,75,18,0,11,,21,,56.874,370.125,115.904,327.576,130.867,332.256,119.228,30.827,497.598,162.284,421.21,135.425,431.801,116.778,0,0,0,0,0,1,
60,A,RA838-1,RA838-1,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,14,,58.256,453.027,190.144,471.468,141.76,396.752,171.967,24.727,444.063,150.45,395.992,137.233,483.318,180.535,1,0,0,0,0,1,
60,B,BINYxMAES,BINYxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/20/12,19,7/25/12,40,,49,9,0,8,,,F,58.398,360.207,155.483,374.83,178.062,212.475,110.841,29.491,,,,,,,0,0,0,0,0,0,
60,C,PBFR,PBFR,1,lanmar,native,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,13,,55,331.265,108.444,270.706,95.332,269.45,118.519,31,434.293,165.914,372.086,134.875,383.183,145.617,1,0,0,0,0,1,
60,D,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/2/12,6.1,7/18/12,30,,34,4,0,10,,,F,49.89,479.842,182.643,410.927,172.575,456.381,192.805,30.187,,,,,,,0,0,0,0,0,0,
60,E,MAES,MAES,1,maes,native,5/25/12,6/3/12,,0,0,0,1,,8/23/12,,9/12/12,28,9/12/12,81,,101,20,0,8,,15,,58.398,232.545,104.55,200.279,67.355,146.503,80.059,31.203,451.503,154.565,401.956,140.896,425.189,126.66,0,0,0,0,0,1,
61,A,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/3/12,,0,0,0,1,,9/12/12,,9/12/12,34, ,101,,101,0,0,8,,21,,66,345.485,150.272,351.663,147.043,263.353,140.677,23,437.995,147.378,325.134,124.91,395.569,111.956,0,0,0,0,0,1,
61,B,CBES,CBES,1,lanmar,native,5/25/12,5/29/12,,0,0,1,1,,7/18/12,5/28/13,7/27/12,29.2,9/12/12,50,,59,9,1,6,,8,,59,507.878,213.238,280.987,132.372,,193.048,26.398,563.395,293.02,474.106,183.668,445.216,193.36,1,1,1,1,1,1,5/28/13
61,C,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/23/12,24.4,7/25/12,43,,55,12,0,7,,,F,60,530.883,259.035,412.367,218.875,307.178,201.097,19.561,,,,,,,1,0,0,0,0,1,
61,D,RA447,RA447,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/2/12,13.5,7/18/12,30,,34,4,0,8,,,F,38,497.345,259.496,467.534,193.486,434.474,246.424,15,1,,,,,,0,0,0,0,0,1,
61,E,CBES,CBES,1,lanmar,native,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,7,,16,,57.728,330.75,177.986,346.24,147.892,295.399,159.702,20,410.606,163.932,385.887,140.931,326.347,131.289,1,0,0,0,0,1,
62,A,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/29/12,,7/4/12,2.6,7/25/12,31,,36,5,0,8,,,F,59.166,369.586,168.689,409.139,162.543,394.11,135.662,26.162,,,,,,,0,0,0,0,0,0,
62,B,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,7/30/12,,8/13/12,26,8/13/12,62,,76,14,0,7,,19,,60.634,546.688,300.378,439.456,218.55,375.786,135.08,30.374,351.968,146.096,454.789,159.751,470.613,150.075,0,0,0,0,0,1,
62,C,REIL,REIL,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,7/16/12,,7/27/12,9,7/27/12,45,,56,11,0,7,,15,,53.418,297.47,123.23,222.108,75.228,194.617,91.344,31.162,245.025,74.363,323.691,121.178,378.635,114.97,0,0,0,0,0,0,
62,D,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/18/12,5,7/27/12,48,,50,2,0,8,,,F,51.472,464.551,169.066,365.191,169.899,468.473,,34.385,,,,,,,0,0,0,0,0,0,
62,E,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,5,,13,,55.321,396.545,162.47,277.104,115.165,223.028,98.853,21.619,534.721,182.109,457.201,160.213,409.512,161.263,1,0,0,0,0,1,
63,A,AFFRxMAES,AFFRxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,1,0,1,,8/23/12,,,,,86,,,,0,10,,31,,55.236,519.602,174.598,456.027,157.888,482.128,135.95,19,439.134,116.484,420.604,121.203,476.688,90.982,0,0,0,0,0,1,
63,B,RA432,RA432,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,27,7/25/12,43,,52,9,0,6,,,F,55.398,404.477,172.283,494.34,,,203.482,29.15,,,,,,,0,0,0,0,0,0,
63,C,CBES,CBES,1,lanmar,native,5/25/12,5/29/12,,0,1,0,0,,5/28/13,,,,,364,,,,1,8,,15,,49.709,473.563,186.809,448.286,174.882,372.014,176.708,25.256,407.137,138.792,397.424,159.287,414.174,153.848,1,1,1,1,1,1,5/28/13
63,D,DAJO,DAJO,1,europe,crop,5/25/12,5/29/12,,0,1,0,1,,9/12/12,,,,,106,,,,0,5,,6,,50.405,252.824,151.668,,214.629,,,47,372.382,289.764,306.785,171.689,239.13,173.692,0,0,0,0,0,1,
63,E,GMIL,GMIL,1,rostratus,native,5/25/12,6/3/12,,0,0,1,1,,7/26/12,,7/30/12,6.9,8/23/12,53,,57,4,0,6,,15,,60.065,225.86,128.523,275.967,130.426,295.999,115.046,23.522,346.131,131.551,319.858,121.413,325.834,113.604,0,0,0,0,0,0,
64,A,AL,AL,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,6/29/12,,7/4/12,7.2,7/18/12,28,,33,5,0,10,,,F,64,606.373,297.902,541.871,226.458,602.229,234.116,18.236,,,,,,,0,0,0,0,0,0,
64,B,RA838-1,RA838-1,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,8/23/12,,9/12/12,70,9/12/12,86,,106,20,0,8,,18,,40.256,499.215,235.741,503.342,242.653,365.05,235.689,20.491,453.057,144.559,465.588,193.106,558.625,196.357,0,0,0,0,0,1,
64,D,REIL,REIL,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/18/12,50,7/18/12,43,,50,7,0,7,,,F,42.492,381.328,158.475,459.389,149.142,378.508,134.996,22.236,1,,,,,,0,0,0,0,0,1,
64,E,NELO,NELO,1,daikon,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,20,,57.487,404.337,167.692,376.392,227.293,371.566,149.193,19.658,539.13,223.752,465.43,199.224,476.266,189.293,0,0,0,0,0,1,
65,A,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/26/12,,8/13/12,23.2,8/13/12,58,,76,18,0,8,,20,,60,479.297,204.507,413.675,178.384,484.159,153.822,30.815,418.106,133.275,532.427,141.916,598.103,165.424,0,0,0,0,0,1,
65,B,RA475,RA475,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,8/1/12,11.6,8/1/12,50,,64,14,0,7,,17,,57.829,337.099,153.376,385.689,149.108,235.965,123.588,28.472,443.442,154.28,353.903,113.198,499.301,121.99,0,0,0,0,0,0,
65,C,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,1,1,,0,,,,,,,,1,,,0,8,,19,,58,399.035,134.541,377.753,123.94,241.316,101.917,23.491,291.908,85.118,255.992,89.316,281.433,100.376,0,0,0,0,0,1,
65,D,AFFRxMAES,AFFRxMAES_1,1,cross,cross,5/25/12,5/30/12,,0,1,0,1,,9/12/12,,,,,105,,,,0,7,,18,,50,233.699,91.396,255.401,93.303,177.092,68.522,33,427.687,100.976,429.013,132.103,344.151,118.811,0,0,0,0,0,1,
65,E,RA264,RA264,1,unknown,unknown,5/25/12,5/29/12,,0,1,1,1,,7/16/12,,,,,48,,,,0,3,,12,,63.611,,73.681,,59.228,,,114.467,247.491,134.747,212.578,103.443,195.639,94.818,0,0,0,0,0,0,
66,A,PG6,PG6,1,weed,weed,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/2/12,8.8,7/25/12,29,,33,4,0,8,,,F,61.472,579.243,246.036,513.305,268.493,424.72,216.659,25,,,,,,,0,0,0,0,0,0,
66,B,PG6,PG6,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/2/12,8.3,7/20/12,30,,34,4,0,7,,,F,57.256,488.341,226.432,450.564,161.794,444.229,184.993,27,,,,,,,0,0,0,0,0,0,
66,C,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/1/12,,1,1,,0,,,,,,,,1,,,0,7,,15,,59.256,454.336,216.602,537.159,220.547,429.639,177.81,35.236,571.341,253.53,524.234,255.863,578.595,218.299,0,0,0,0,0,1,
66,D,RA215,RA215,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,8,7/20/12,43,,52,9,0,9,,,F,53,426.569,156.912,341.587,141.143,349.276,128.888,23.169,,,,,,,0,0,0,0,0,0,
66,E,M3AU,M3,1,weed,weed,5/25/12,6/1/12,,0,0,1,1,,7/11/12,,7/18/12,12.1,7/20/12,40,,47,7,0,9,,,F,65.813,328.138,152.318,399.709,156.606,388.37,,30.467,1.333,2,,,,,0,0,0,0,0,0,
67,A,BINYxMAES,BINYxMAES_1,1,cross,cross,5/25/12,5/29/12,,0,0,0,1,,7/27/12,,8/13/12,29.4,8/13/12,59,,76,17,0,6,,20,,75.634,376.797,151.592,354.191,194.923,,177.525,28.078,470.312,185.344,530.555,189.471,471.652,160.474,0,0,0,0,0,1,
67,B,RA265,RA265,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,8,,10,,63.398,431.517,210.06,316.009,,148.956,183.076,50.174,398.253,178.815,459.189,188.536,463.37,146.943,0,0,0,0,0,1,
67,C,ESNK,ESNK,1,europe,crop,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,5,,59.162,226.503,120.05,226.962,116.123,231.762,111.872,40.325,440.903,303.142,413.641,218.652,303.776,179.61,0,0,0,0,0,1,
67,D,RA402,RA402,1,unknown,unknown,5/25/12,5/30/12,,0,0,1,1,,6/28/12,,7/4/12,11.3,7/20/12,29,,35,6,0,6,,,F,51.851,395.567,220.334,380.145,192.762,332.519,125.255,19.727,,,,,,,0,0,0,0,0,1,
67,E,RA761,RA761,1,unknown,unknown,5/25/12,5/29/12,,0,1,0,1,,9/12/12,,,,,106,,,,0,7,,23,,55.159,499.954,215.825,471.876,241.267,380.203,204.162,24.645,336.286,150.427,488.373,194.452,480.165,202.795,1,0,0,0,0,1,
68,A,SAESxMAES,SAESxMAES_2,2,cross,cross,5/25/12,6/1/12,,0,0,0,1,,8/13/12,,8/23/12,23,8/23/12,73,,83,10,0,8,,14,,59.615,413.785,209.318,441.984,174.71,442.682,141.412,28.727,457.276,144.53,384.729,132.985,435.216,142.277,0,0,0,0,0,1,
68,B,RA265,RA265,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,7,,16,,67.654,295.317,141.464,282.04,105.583,285.016,166.788,49.162,385.225,160.268,354.506,141.326,355.975,115.43,0,0,0,0,0,0,
68,C,BINYxMAES,BINYxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,0,0,1,,8/13/12,,8/23/12,19.5,8/23/12,75,,85,10,0,8,,20,,56.144,327.014,167.787,357.924,184.793,358.137,159.951,22.162,371.991,136.991,319.101,121.911,338.847,126.975,0,0,0,0,0,0,
68,D,RA173,RA173,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,6/28/12,,7/20/12,4,7/20/12,30,,52,22,0,4,,,F,52.317,183.09,,125.502,,,,51.088,,,,,,,0,0,0,0,0,0,
68,E,SAESxMAES,SAESxMAES_3,3,cross,cross,5/25/12,6/3/12,,0,0,0,1,,8/23/12,,8/29/12,21,,81,,87,6,0,6,,13,,54.139,254.598,129.212,258.948,113.386,176.836,76.165,23.878,406.191,178.492,399.249,213.865,458.323,221.085,0,0,0,0,0,1,
69,A,PBFR,PBFR,1,lanmar,native,5/25/12,5/30/12,,0,1,0,0,,5/13/13,,,,,348,,,,1,6,,13,,74.708,279.815,129.479,321.421,126.523,212.231,104.419,28.256,329.618,131.072,302.409,74.336,319.093,78.88,1,1,1,1,,1,5/13/13
69,C,BINYxMAES,BINYxMAES_4,4,cross,cross,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/20/12,14.5,7/20/12,48,,52,4,0,8,,,F,53.829,447.138,220.535,417.233,171.928,415.214,170.787,32.585,,,,,,,0,0,0,0,0,0,
69,D,AL,AL,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/29/12,,7/4/12,27.1,7/20/12,31,,36,5,0,8,,,F,54.256,369.874,193.465,364.483,241.842,,175.591,26.187,,,,,,,0,0,0,0,0,0,
69,D,AL,AL,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,6/29/12,,7/4/12,9.1,7/27/12,31,,36,5,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
69,E,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/18/12,3,7/25/12,48,,50,2,0,5,,,F,57.085,82.645,54.158,142.812,63.955,,,60.762,19.306,19.149,,,,,0,0,0,0,0,0,
70,A,RA838-2,RA838-2,1,unknown,unknown,5/25/12,5/30/12,,0,0,0,1,,8/13/12,,8/23/12,74.7,,75,,85,10,0,7,,17,,66.492,474.228,236.717,330.698,179.148,473.863,222.355,22.187,451.209,183.511,381.818,99.754,520.18,172.323,0,0,0,0,0,1,
70,B,SAESxMAES,SAESxMAES_5,5,cross,cross,5/25/12,5/30/12,,0,1,0,1,,9/12/12,,,,,105,,,,0,8,,14,,62.795,395.399,169.481,337.375,161.878,269.873,137.921,28.84,469.653,177.436,422.537,126.383,515.509,177.672,0,0,0,0,0,1,
70,C,RA215,RA215,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/11/12,,7/20/12,6,7/25/12,43,,52,9,0,7,,,F,56.903,380.027,163.499,307.819,163.682,343.129,,45.828,1,,,,,,0,0,0,0,0,0,
70,D,RA399,RA399,1,unknown,unknown,5/25/12,5/29/12,,0,0,1,1,,7/16/12,,7/20/12,6,7/25/12,48,,52,4,0,10,,,F,50.236,344.381,145.82,306.389,147.991,327.167,167.095,27.828,,2.317,,,,,0,0,0,0,0,1,
70,E,RA494,RA494,1,unknown,unknown,5/25/12,5/29/12,,1,1,,0,,,,,,,,1,,,0,6,,7,,60.478,113.095,52.491,102.684,50.573,108.744,48.3,50.064,143.262,71.443,153.072,56.225,214.728,80.477,0,0,0,0,0,1,
71,A,AFFR,AFFR,1,weed,weed,5/25/12,5/29/12,,0,0,1,1,,7/18/12,,7/20/12,6.5,7/20/12,50,,52,2,0,6,,,F,68.139,422.383,191.655,330.247,119.251,,202.404,38.256,,,,,,,0,0,0,0,0,1,
71,B,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,1,0,1,,9/12/12,,,,,106,,,,0,8,,17,,64.959,416.228,125.635,443.55,139.433,289.758,153.607,27,418.51,130.282,483.141,87.79,324.894,99.639,0,0,0,0,0,1,
71,C,AFFRxMAES,AFFRxMAES_3,3,cross,cross,5/25/12,6/1/12,,0,0,1,1,,7/16/12,,7/16/12,3.5,7/25/12,45,,45,0,0,7,,,F,55.87,276.121,117.463,194.293,99.587,296.454,107.935,31.136,,1,,,,,0,0,0,0,0,0,
71,D,RA837,RA837,1,unknown,unknown,5/25/12,5/29/12,,0,0,0,1,,9/12/12,,9/12/12,30,,106,,106,0,0,9,,19,,53,238.863,127.819,195.804,113.117,184.3,92.636,29.162,452.933,130.953,416.236,157.834,415.684,94.635,0,0,0,0,0,1,
